objectid,year,agency,unit_id,fire_name,local_incident_number,alarm_date,containment_date,cause,collection_method,management_objective,gis_calculated_acres,irwin_id,shape_area,shape_length,days_to_contain
8069,1999,USF,ANF,FRANKISH,00000000,,,7,8,1,51.0591,nan,302549.11328125,2561.17100292066,
8070,1999,USF,STF,DEER,nan,,,1,8,2,325.1721,nan,2154352.7734375,6262.52528784052,
8071,1999,CDF,TCU,LIGHTNING #31,00005913,,,1,8,1,114.1993,nan,754196.1640625,3810.68718974079,
8072,1999,USF,STF,PILOT,nan,,,2,8,1,3994.689,nan,25967407.9609375,36126.6034770609,
8073,1999,USF,STF,HIRAM,nan,,,1,8,2,2750.984,nan,18175639.7304688,24835.8485715729,
8074,1999,NPS,KNP,WILLIAMS,00000000,,,1,8,2,573.8676,nan,3622989.48046875,11019.2733849246,
8075,1999,NPS,KNP,CONIFER,00000000,,,18,8,1,263.8746,nan,1653567.71875,10172.7208956637,
8076,1999,NPS,YNP,ELEANOR,00000000,,,1,0,1,2573.794,nan,16804565.4726563,22500.3808097055,
8077,1999,NPS,YNP,VERNON,00000000,,,1,0,1,26.23312,nan,171190.40625,1774.92050774925,
8078,1999,NPS,YNP,LECONTE,00000000,,,1,0,1,8855.949,nan,57716133.7382813,51938.381623425,
8079,1999,NPS,YNP,LECONTE (SPOT),00000000,,,1,0,1,38.93429,nan,253859.640625,2004.79155168583,
8080,1999,NPS,YNP,PATE,00000000,,,1,0,1,28.29228,nan,184198.0,2219.87501906474,
8081,1999,NPS,YNP,DARK,00000000,,,1,0,1,865.5844,nan,5624986.15234375,13585.3642771506,
8082,1999,NPS,YNP,LOST VALLEY,00000000,,,9,0,1,889.362,nan,5767708.72265625,11885.1038678961,
8083,1999,NPS,YNP,JUNCTION,00000000,,,9,0,1,19.99745,nan,129641.04296875,1335.60676491473,
8084,1999,NPS,CNP,SCORPION,00000000,,,2,1,0,6.550648,nan,38711.9140625,961.988369435972,
8085,1999,NPS,YNP,LOST BEAR BURNO,00000000,,,9,0,1,113.1907,nan,731660.05078125,6355.99475889955,
8086,1999,NPS,YNP,CHIL,00000000,,,1,0,1,177.8274,nan,1148228.5078125,5212.46066869339,
8087,1999,NPS,JTP,HIILLVIEW #1,00009933,,,1,8,1,30.30316,nan,178713.08984375,4218.73984082345,
8088,1999,NPS,JTP,JUNIPER,00009905,,,1,8,1,1905.593,nan,11258246.1523438,15824.6516149333,
8089,1999,NPS,JTP,FIRE #3,00009907,,,1,8,1,11952.24,nan,70567827.0234375,102171.652112454,
8090,1999,NPS,YNP,LOST BEAR,00000071,,,1,4,2,2144.482,nan,13862269.59375,23716.7509982466,
8091,1999,NPS,YNP,MORRISON,00000120,,,1,4,2,374.2078,nan,2435962.19921875,7906.22484734522,
8092,1998,CDF,SCU,SIBLEY #2,00002546,,,7,0,1,200.035,nan,1300687.765625,7062.0069082616,
8093,1998,CDF,SCU,GREENRIDGE #6,00002360,,,11,0,1,1388.175,nan,9020336.27734375,17525.9729684887,
8094,1998,CDF,BDU,MANZANAR FIRE,00001231,,,14,0,1,340.4902,nan,2150582.21484375,16559.9329775601,
8095,1998,CDF,SLU,PG&E,00002264,,,14,0,1,62.87105,nan,383924.79296875,4226.42096945458,
8096,1998,CDF,SLU,BRANCH,00003685,,,14,0,1,61.2258,nan,372622.9140625,2908.5525830303,
8097,1998,CDF,SLU,S. OAKGLEN,00003913,,,14,0,1,74.83429,nan,452578.12109375,3171.13722498217,
8098,1998,CCO,KRN,BENA,00000000,,,10,0,1,523.7034,nan,3191294.375,9694.88002168816,
8099,1998,CCO,KRN,BRECK,00000000,,,7,0,1,4471.509,nan,27276528.2851563,23369.5568966752,
8100,1998,CDF,RRU,COUNTRY,00044250,,,7,0,1,1111.685,nan,6566308.91796875,13797.924270979,
8101,1998,CDF,RRU,STATE 1179,00045694,,,2,0,1,640.2378,nan,3766188.9296875,10890.6320188792,
8102,1998,CDF,RRU,LEWIN FIRE,00047490,,,2,0,1,109.4812,nan,642928.87109375,3570.86484410834,
8103,1998,CDF,RRU,JUNIPER,00048705,,,1,0,1,5977.076,nan,35093505.4335938,27732.2975391829,
8104,1998,CDF,RRU,WEIRICK,00048758,,,1,0,1,2429.388,nan,14278423.3632813,17593.0566086426,
8105,1998,CDF,RRU,TAYLOR,00055830,,,2,0,1,2055.592,nan,12128847.8867188,18391.5123452647,
8106,1998,USF,SQF,STINE,00000000,,,9,8,1,322.732,nan,1984043.94140625,6381.11578874326,
8107,1998,USF,SQF,ROBINSON,00000000,,,9,8,1,412.8128,nan,2537747.7109375,9607.40624691326,
8108,1998,USF,SQF,BARLOW,00000000,,,2,8,1,7.240122,nan,44450.60546875,942.525821530796,
8109,1998,USF,SQF,OAK,00000000,,,9,8,1,113.994,nan,697177.265625,3216.64185900402,
8110,1998,USF,MNF,SODA II,00000000,,,7,8,1,54.58837,nan,370609.1171875,2486.46941962465,
8111,1998,CDF,RRU,PINE,00038378,,,2,0,1,87.98,nan,514291.265625,3568.24972494736,
8112,1998,CDF,RRU,LEE,00042803,,,14,0,1,485.0919,nan,2837715.49609375,9962.57876896249,
8113,1998,CDF,RRU,SIERRA,00043229,,,2,0,1,580.385,nan,3428991.28515625,8235.38545612145,
8114,1998,CCO,KRN,GRAPEVINE,00000000,,,10,0,1,485.645,nan,2931269.46484375,8102.10108149111,
8115,1998,CCO,KRN,BRECKENRIDGE,00000000,,,1,0,1,1918.653,nan,11709105.7578125,18866.0565221017,
8116,1998,CCO,KRN,STEVENSON,00000000,,,14,0,1,681.1429,nan,4147090.47265625,13862.4163627015,
8117,1998,CCO,LAC,WAYSIDE FIRE,00001611,,,14,0,1,19.0665,nan,113806.0703125,1677.91679199705,
8118,1998,CCO,LAC,DERBY FIRE,00001521,,,14,0,1,362.2581,nan,2159258.65234375,9090.29734473186,
8119,1998,USF,ANF,SAN FRAN,00000000,,,9,8,1,233.1016,nan,1393024.87109375,6623.5265465431,
8120,1998,CCO,LAC,H FIRE,00001042,,,14,0,1,110.164,nan,661336.8125,4457.81243608906,
8121,1998,CCO,LAC,PALMDALE FIRE,00001257,,,14,0,1,182.6708,nan,1093582.671875,7240.21646390661,
8122,1998,CCO,LAC,GODDE FIRE,00001205,,,14,0,1,90.56752,nan,542387.17578125,3965.03914660078,
8123,1998,CCO,LAC,WEST FIRE,00001084,,,14,0,1,268.8694,nan,1616357.1640625,6937.85571396439,
8124,1998,CDF,LNU,MIDDLE,00004447,,,2,0,1,5993.246,nan,40137930.4921875,34474.8402981258,
8125,1998,CDF,LNU,PHILLIPS,00005667,,,2,0,1,840.8893,nan,5595018.0625,10228.9928191146,
8126,1998,CDF,MEU,LONGVALE,00005193,,,14,0,1,22.56487,nan,153825.0703125,1834.47478047803,
8127,1998,CDF,MEU,SAND,00004051,,,7,0,1,18.08657,nan,123861.50390625,1436.18170147166,
8128,1998,CDF,SCU,CURIE,00002070,,,7,0,1,320.545,nan,2049327.78515625,7046.5309044836,
8129,1998,CDF,SCU,580 #6,00002767,,,14,0,1,1000.866,nan,6485677.046875,14480.3031949931,
8130,1998,CDF,SCU,VALLECITOS,00002711,,,7,0,1,70.45638,nan,455231.61328125,3251.30936976608,
8131,1998,USF,ANF,TEMPLIN,00003253,,,1,8,1,31.42946,nan,188019.1640625,1870.2127275663,
8132,1998,CDF,SLU,CRANDEL,00004369,,,14,0,1,34.60073,nan,210633.3828125,2186.85641995548,
8133,1998,CDF,SLU,HAMPTON,00003493,,,14,0,1,21.33552,nan,131063.8671875,2234.34215157202,
8134,1998,CCO,VNC,PIRU INCIDENT,00027848,,,14,0,1,12612.69,nan,75206958.4492188,57899.1385074168,
8135,1998,CCO,VNC,RANCH,00000000,,,14,0,1,107.9658,nan,639992.41015625,4063.33406150829,
8136,1998,CDF,BEU,STONEWALL,00002661,,,14,0,1,2794.889,nan,17524889.7226563,27941.9128430804,
8137,1998,USF,SRF, ,00000000,,,14,0,1,956.4529,nan,6914766.5078125,10330.9340278184,
8138,1998,USF,SRF, ,00000000,,,14,0,1,6284.229,nan,45386453.2421875,28373.8774142289,
8139,1998,CDF,MVU,ALFORD,00007114,,,14,0,1,57.2387,nan,331646.46484375,3294.97821381035,
8140,1998,CDF,MVU,JAMACHA,00004500,,,14,0,1,147.8086,nan,847623.26171875,5606.3253111456,
8141,1998,CDF,MVU,FEATHERSTONE,00005460,,,14,0,1,250.9487,nan,1446299.21875,6996.85473319963,
8142,1998,CDF,MVU,SUMMIT,00000000,,,14,0,1,1123.005,nan,6422193.60546875,10593.7460316257,
8143,1998,USF,SRF, ,00000000,,,14,0,1,149.0179,nan,1071245.1796875,3895.72948359181,
8144,1998,USF,SRF, ,00000000,,,14,0,1,1583.923,nan,11375396.0664063,16200.8643888268,
8145,1998,CDF,BDU,OAK CANYON FIRE,00040709,,,4,0,1,219.2852,nan,1294702.38671875,5479.64755329961,
8146,1998,CDF,BDU,STALLION FIRE,00043142,,,14,0,1,945.7242,nan,5586216.484375,10523.6239265868,
8147,1998,CDF,BDU,COVINGTON FIRE,00035500,,,14,0,1,781.4695,nan,4623277.0546875,11593.3475524397,
8148,1998,CDF,BDU, ,00000202,,,14,0,1,318.837,nan,1885424.00390625,7842.14987133488,
8149,1998,CDF,RRU,EDNA,00055751,,,7,0,1,28136.33,nan,165686120.398438,85179.8252690057,
8150,1998,CDF,NEU,BEALE ASSIST,00001182,,,3,0,1,1276.611,nan,8602692.49609375,12308.2057908406,
8151,1998,CDF,NEU,SMART,00001183,,,7,0,1,343.528,nan,2318148.9296875,7250.22687542116,
8152,1998,CDF,MEU,SULLY,00003642,,,7,0,1,20.42624,nan,139795.36328125,1763.94819542749,
8153,1998,CDF,MEU,RETECH,00004269,,,6,0,1,56.75972,nan,381258.0234375,5092.06512813772,
8154,1998,CDF,MEU,BLUE,00004243,,,9,0,1,22.39232,nan,154111.625,1574.66563769938,
8155,1998,CDF,MVU,CANYON,00004342,,,14,0,1,11.95437,nan,68352.80859375,1021.44026517767,
8156,1998,CDF,MVU,CAMNO SAN BERNARDO,00006712,,,2,0,1,94.9573,nan,548155.1953125,3291.17181827915,
8157,1998,USF,MNF,SAN HEDRIN,00000000,,,7,8,1,4.988938,nan,33957.83984375,758.156954344271,
8158,1998,USF,MNF,HAUL,00000000,,,7,8,1,163.9664,nan,1113046.609375,6198.71520348253,
8159,1998,CCO,VNC,SOUTH MOUNTAIN,00000000,,,14,0,1,116.9937,nan,695232.81640625,3832.98573631118,
8160,1998,USF,MDF,BUCHER,00000000,,,14,8,1,11.08818,nan,80334.2265625,1439.89651828357,
8161,1998,USF,MDF,NORTH CROWDER,00000000,,,1,8,1,2693.055,nan,19603333.9375,26226.67096512,
8162,1998,CDF,SCU,BRUNS,00002734,,,11,0,1,100.0569,nan,649395.0078125,3834.95357409073,
8163,1998,CDF,SCU,DEL PUERTO,00002604,,,9,0,1,110.2399,nan,709475.4140625,3946.84462673694,
8164,1998,CDF,SCU,MT. HOUSE,00002770,,,11,0,1,68.38533,nan,443573.4375,2567.42057108063,
8165,1998,CDF,SCU,BYRON,00001939,,,11,0,1,55.0211,nan,357410.26953125,2440.24826577706,
8166,1998,CDF,TCU,HWY 120 #3,00005675,,,10,0,1,152.7675,nan,993048.71484375,5365.02857944832,
8167,1998,USF,SRF, ,00000000,,,14,0,1,144.3114,nan,1035976.73828125,3963.82803770177,
8168,1998,USF,SRF, ,00000000,,,14,0,1,625.0103,nan,4485313.12109375,8065.21738787856,
8169,1998,USF,SRF, ,00000000,,,14,0,1,11140.9,nan,80022426.8710938,51256.1176059548,
8170,1998,USF,SQF,YANKEE,00000000,,,9,8,1,1240.665,nan,7618445.49609375,12992.7142045673,
8171,1998,USF,SQF,LUCAS,00000000,,,7,8,1,14.61848,nan,89434.38671875,1696.5108060996,
8172,1998,USF,MNF,GARCIA,00000000,,,2,8,1,138.3336,nan,941235.1796875,6307.60687373517,
8173,1998,USF,LPF,OGILVY (ATTEMPTED BACKFIRE),00000000,,,2,8,1,68.1853,nan,408487.078125,3085.34032087725,
8174,1998,USF,LPF,OGILVY,00000000,,,2,8,1,4029.301,nan,24122635.8671875,25812.6162609049,
8175,1998,DOD,AFV,BOAT_HOUSE,00000532,,,2,4,1,2.088669,nan,12492.80078125,608.519050470422,
8176,1998,USF,SRF, ,00000000,,,14,0,1,337.3584,nan,2418274.25390625,5844.12960676749,
8177,1998,USF,SRF, ,00000000,,,14,0,1,495.1255,nan,3549045.1953125,8204.36069395557,
8178,1998,USF,SRF, ,00000000,,,14,0,1,1067.797,nan,7648444.00390625,12017.8267845216,
8179,1998,USF,SRF, ,00000000,,,14,0,1,612.902,nan,4385757.77734375,8180.391014806,
8180,1998,USF,SRF, ,00000000,,,14,0,1,84.46767,nan,605493.10546875,3013.21131379554,
8181,1998,USF,SRF, ,00000000,,,14,0,1,196.7099,nan,1408762.55078125,4897.09101643242,
8182,1998,USF,SRF, ,00000000,,,14,0,1,5.065683,nan,36299.859375,815.534580294334,
8183,1998,USF,SRF, ,00000000,,,14,0,1,90.80735,nan,651583.33984375,3329.36176222573,
8184,1998,USF,ANF,FRANKISH,00000000,,,1,8,1,22.89223,nan,135673.8515625,1696.22111343091,
8185,1998,CDF,MMU,PACHECO,00013080,,,7,0,1,208.9842,nan,1331820.52734375,6708.97075448,
8186,1998,CDF,MMU,MERCY,00009476,,,10,0,1,4957.548,nan,31416638.5898438,29013.8460310673,
8187,1998,CDF,MMU,152 FIRE,00007993,,,14,0,1,419.9902,nan,2672791.4921875,8146.33489787145,
8188,1998,CDF,MMU,CANAL,00008967,,,7,0,1,659.604,nan,4201836.6640625,9140.83145007611,
8189,1998,CDF,TGU,POWERHOUSE,00002072,,,2,0,1,1995.903,nan,13946796.1367188,16239.2873652499,
8190,1998,CDF,TGU,MANTON #3,00002073,,,2,0,1,1059.883,nan,7396656.828125,11534.719362628,
8191,1998,CDF,MMU,152 FIRE,00007993,,,7,0,1,888.5771,nan,5660438.75,12009.7119807374,
8192,1998,CDF,SKU,SHASTINA,00000276,,,14,0,1,293.7902,nan,2122729.0,6701.3674592725,
8193,1998,CDF,SLU,TRAIL,00002619,,,14,0,1,805.9127,nan,4909704.0,9191.41480553489,
8194,1998,CDF,SLU,DIEFENDERFER,00003106,,,14,0,1,115.8018,nan,705974.85546875,3199.47780734208,
8195,1998,CDF,SLU,BITTERWATER,00004334,,,14,0,1,275.4392,nan,1680337.57421875,5250.20536135656,
8196,1998,CDF,SLU,CALIF. VALLEY CSD,00002800,,,14,0,1,670.1241,nan,4076911.8046875,9699.47995730295,
8197,1998,USF,SRF, ,00000000,,,14,0,1,496.0679,nan,3580427.75,8701.90932640553,
8198,1998,USF,SRF, ,00000000,,,14,0,1,3617.245,nan,26068103.0585938,23024.0120976848,
8199,1998,USF,SRF, ,00000000,,,14,0,1,318.1707,nan,2291499.5,6667.59336065757,
8200,1998,USF,SRF, ,00000000,,,14,0,1,305.5092,nan,2193769.3046875,5735.97077281577,
8201,1998,USF,SRF, ,00000000,,,14,0,1,441.6304,nan,3177010.74609375,8468.86632432405,
8202,1998,USF,SRF, ,00000000,,,14,0,1,233.9299,nan,1680819.765625,4838.62155883689,
8203,1998,USF,SRF, ,00000000,,,14,0,1,106.8579,nan,767133.125,3460.24271203764,
8204,1998,USF,SRF, ,00000000,,,14,0,1,469.1454,nan,3365250.3203125,7550.72739694945,
8205,1998,USF,SRF, ,00000000,,,14,0,1,389.1631,nan,2797016.58203125,6993.08899799853,
8206,1998,USF,SRF, ,00000000,,,14,0,1,93.31925,nan,669667.83203125,3335.48842534257,
8207,1998,USF,SRF, ,00000000,,,14,0,1,287.4872,nan,2064926.4375,5719.56101733693,
8208,1998,USF,SRF, ,00000000,,,14,0,1,258.5115,nan,1855489.125,5586.28586896703,
8209,1998,USF,SRF, ,00000000,,,14,0,1,99.92675,nan,716883.4375,3296.6853335393,
8210,1998,USF,SRF, ,00000000,,,14,0,1,129.6347,nan,929379.09375,4025.39996566486,
8211,1998,CCO,KRN,AERA,00000000,,,11,0,1,2479.836,nan,15189830.8242188,20248.9360232788,
8212,1998,CCO,KRN,WOLF,00000000,,,2,0,1,833.33,nan,5037170.7109375,12047.0739086666,
8213,1998,CDF,SCU,VAQUEROS,00001925,,,11,0,1,60.52259,nan,393355.1640625,3530.79465871232,
8214,1998,CDF,FKU,LOS GATOS,00037778,,,1,0,1,298.7101,nan,1862703.8515625,8468.66534909622,
8215,1998,CDF,LMU,COYOTE,00002569,,,14,0,1,61.0018,nan,431875.375,5220.74133016347,
8216,1998,USF,MDF,REFUGE,00000000,,,2,8,1,9674.954,nan,70687839.5429688,49218.1598837805,
8217,1998,BLM,NOD,TGU DENNY,00000000,,,2,8,1,74.18335,nan,516404.41796875,4783.02883280375,
8218,1998,BLM,BBD,SKYLINE,00000000,,,11,8,1,8.934291,nan,54393.55078125,1015.55722173207,
8219,1998,BLM,BBD,PENTLAND,00000000,,,11,8,1,154.9363,nan,937565.53515625,4888.69531530211,
8220,1998,BLM,BBD,CLUB,00000000,,,11,8,1,13.64119,nan,82708.7578125,1348.11252689603,
8221,1998,BLM,BBD,DERBY,00000000,,,11,8,1,80.31471,nan,488742.9453125,3448.31887602517,
8222,1998,BLM,BBD,SPANISH,00000000,,,7,8,1,119.6632,nan,724460.9140625,6546.06146263903,
8223,1998,BLM,BBD,HAZELTON,00000000,,,10,8,1,26.72859,nan,161728.94140625,1736.43428531979,
8224,1998,BLM,BBD,RESERVE,00000000,,,7,8,1,57.5873,nan,354275.66796875,3314.95799057624,
8225,1998,BLM,BBD,RIVER,00000000,,,2,8,1,98.48841,nan,594473.93359375,3457.08719036951,
8226,1998,BLM,BBD,STANDARD,00000000,,,11,8,1,109.5765,nan,669214.96484375,3945.50416711602,
8227,1998,USF,ANF,SYCAMORE,00000000,,,7,8,1,8.352713,nan,49458.51953125,867.617014593267,
8228,1998,USF,ANF,FOOTHILL,00000000,,,4,8,1,9.464169,nan,56047.52734375,1147.04318099503,
8229,1998,USF,ANF,LOPEZ,00000000,,,2,8,1,16.95814,nan,100856.15234375,1474.80464867311,
8230,1998,DOD,CRB, ,00000000,,,14,0,1,55.70852,nan,343574.703125,2658.13550842259,
8231,1998,DOD,CRB, ,00000000,,,12,0,1,75.59612,nan,465590.01953125,3827.99944062958,
8232,1998,DOD,CRB, ,00000000,,,14,0,1,7.952803,nan,48986.78515625,977.517450531006,
8233,1998,DOD,CRB, ,00000000,,,14,0,1,9.513535,nan,58599.72265625,1206.74448663582,
8234,1998,DOD,CRB, ,00000000,,,14,0,1,35.25026,nan,217096.44140625,2866.86580349612,
8235,1998,DOD,CRB, ,00000000,,,14,0,1,1356.804,nan,8361130.48046875,12176.0855180506,
8236,1998,DOD,CRB, ,00000000,,,14,0,1,31.41712,nan,193820.02734375,2969.81290755576,
8237,1998,DOD,CRB, ,00000000,,,14,0,1,20.29646,nan,125050.47265625,1496.18823339619,
8238,1998,DOD,CRB, ,00000000,,,14,0,1,109.7949,nan,675732.05078125,3406.862484519,
8239,1998,DOD,CRB, ,00000000,,,13,0,1,377.7314,nan,2329744.01171875,10757.0164479416,
8240,1998,DOD,CRB, ,00000000,,,13,0,1,7344.639,nan,45301698.7460938,30377.3493613273,
8241,1998,USF,SQF,MINE,00000000,,,5,8,1,95.59953,nan,588194.53515625,3395.39179041528,
8242,1998,USF,SQF,OLIVER,00000000,,,8,8,1,270.5207,nan,1663501.046875,5627.26211356282,
8243,1998,USF,INF,TOM,00000000,,,9,8,1,3411.581,nan,21870780.3203125,32931.1959853369,
8244,1998,USF,SNF,ROUGH,00000000,,,4,8,1,896.8691,nan,5681463.21875,11240.2975399211,
8245,1998,USF,SQF,COFFEE,00000000,,,9,8,1,8.89765,nan,55345.0625,933.317438679326,
8246,1998,USF,SQF,MANTER,00000000,,,9,8,1,11.46984,nan,70785.12890625,1181.76153227283,
8247,1998,USF,SRF,BUCK,00000060,,,9,8,1,841.2689,nan,6101020.4765625,9675.59822049834,
8248,1998,NPS,RWP,MID-BASIN WEST,00000000,,,14,0,1,52.39753,nan,374193.69140625,3876.56300838475,
8249,1998,NPS,RWP,98 ELK,00000000,,,14,0,1,37.00419,nan,264947.765625,2527.5517732408,
8250,1998,NPS,CNP,AIRSTRIP,00000000,,,2,5,0,2.020026,nan,11920.91015625,513.742436806923,
8251,1998,NPS,YNP,TRAIL,nan,,,1,8,1,49.77883,nan,325602.11328125,2294.54854896869,
8252,1998,NPS,KNP,LOOKOUT2,00000000,,,18,8,1,32.70206,nan,204893.33984375,2494.10909358388,
8253,1998,NPS,YNP,HARDEN,00000000,,,1,0,1,117.9506,nan,767442.9296875,4754.31546860301,
8254,1998,NPS,YNP,HOOVER,00000000,,,1,0,1,9.749081,nan,63018.21484375,1300.80878632771,
8255,1997,USF,CNF,BRONCO,00000000,,,14,8,1,67.92581,nan,389290.3046875,2472.74731052159,
8256,1997,CDF,MVU,ALL ACRES IN MEX,00004927,,,14,0,1,1793.799,nan,10253678.3125,18262.0134553108,
8257,1997,CDF,MMU,MILE,00010039,,,14,0,1,1058.822,nan,6734190.41796875,13702.769414206,
8258,1997,USF,SRF,TELESCOPE,00003555,,,9,8,1,38.21358,nan,271753.921875,2669.00782171553,
8259,1997,USF,LPF,HOPPER,00000000,,,9,8,1,24797.38,nan,148021052.1875,68077.4998400792,
8260,1997,USF,INF,TOWER II,00000000,,,1,8,1,529.697,nan,3310147.0390625,9179.77134662282,
8261,1997,USF,SQF,CASTLE,00000000,,,1,8,1,84.56194,nan,525975.27734375,3112.82439661368,
8262,1997,USF,SQF,SOUTH LAKE,00000000,,,7,8,1,16.82125,nan,103356.67578125,1485.85369624493,
8263,1997,USF,SQF,JACKS,00000000,,,1,8,1,5747.024,nan,35274348.4648438,44517.6190678675,
8264,1997,USF,SQF,ERSKIN,00000000,,,2,8,1,45.24128,nan,277393.4453125,2056.0760376859,
8265,1997,USF,SQF,THORTON,00000000,,,1,8,1,214.9382,nan,1311562.7265625,5780.19597472303,
8266,1997,CDF,TUU,LEWIS,00005071,,,2,0,1,334.8095,nan,2083778.68359375,5701.91131062434,
8267,1997,USF,BDF,HEMLOCK FIRE - JULY,00000000,,,8,8,1,3947.102,nan,23392491.3007813,28160.2963127377,
8268,1997,USF,TNF,MAYBERT,00000000,,,5,0,1,470.6738,nan,3190557.453125,7294.80745738798,
8269,1997,CCO,SBC,SANTA ROSA,00000000,,,14,0,1,3074.245,nan,18419948.5625,29320.3976025373,
8270,1997,CCO,SBC,JANEWAY (SPOT),00000000,,,2,0,1,3.229736,nan,19345.62890625,940.582377104574,
8271,1997,CCO,MRN,CENTER,00001494,,,14,0,1,98.94878,nan,647932.98046875,3927.32889827846,
8272,1997,CDF,TUU,SCHOOL,00006909,,,14,0,1,386.9835,nan,2405695.36328125,8434.63174864727,
8273,1997,CDF,TGU,PONDEROSA,00002891,,,7,0,1,878.4354,nan,6125470.6640625,15772.1305603717,
8274,1997,CDF,FKU,GROVE,00020596,,,1,0,1,1400.299,nan,8883668.0234375,18400.6291609222,
8275,1997,CDF,SLU,MONTANA,00004293,,,14,0,1,350.1406,nan,2130190.49609375,7252.57171291176,
8276,1997,CCO,LAC,GODDE FIRE,00009921,,,14,0,1,85.49489,nan,511988.57421875,3838.9830227557,
8277,1997,CCO,LAC,K I C FIRE,00006934,,,14,0,1,460.2026,nan,2759801.38671875,9278.24888731804,
8278,1997,CCO,LAC,GORMAN FIRE,00001208,,,14,0,1,187.8304,nan,1129056.7265625,9106.56057752679,
8279,1997,USF,MDF,WILSON,00000000,,,1,8,1,63.23659,nan,463323.1953125,4011.71140901617,
8280,1997,USF,MDF,RESEARCH,00000000,,,1,8,1,54.29248,nan,395707.34375,4479.80320832192,
8281,1997,USF,MDF,BOOT,00000000,,,9,8,1,16.01331,nan,114250.58203125,2310.43491116694,
8282,1997,CDF,MEU,ROBINSON,00001153,,,5,0,1,75.62143,nan,504865.8125,2871.70013976012,
8283,1997,CDF,MEU,MCCOY,00001691,,,5,0,1,20.93017,nan,144327.9765625,1532.15773658174,
8284,1997,CDF,MEU,HANSON,00001895,,,2,0,1,103.2056,nan,691736.08203125,3343.17894105078,
8285,1997,CDF,MEU,HOPPER,00003352,,,14,0,1,16.41537,nan,111136.7734375,1230.2427634209,
8286,1997,USF,ANF,ESCONDIDO,00000000,,,9,8,1,81.10481,nan,484441.1796875,2999.65909081534,
8287,1997,USF,ANF,SHOOTING,00000000,,,9,8,1,24.59614,nan,146715.203125,1840.48005607209,
8288,1997,USF,SQF, ,00000000,,,1,0,1,58.34153,nan,355986.3515625,2329.08903587507,
8289,1997,USF,ANF,CHERRY II,00003692,,,2,8,1,29.62481,nan,177522.54296875,1666.07066188909,
8290,1997,USF,ANF,SAND,00003262,,,7,8,1,54.13991,nan,323809.3828125,3010.59228056478,
8291,1997,CDF,MEU,RAILROAD #4,00003437,,,6,0,1,74.71687,nan,510828.51171875,2737.85791200659,
8292,1997,CDF,MEU,RAILROAD #5,00003438,,,6,0,1,73.07514,nan,499688.4765625,2732.99237949076,
8293,1997,CDF,MEU,HANES #1,00004533,,,5,0,1,32.92227,nan,220581.97265625,1814.40240646038,
8294,1997,CDF,MVU,OUTSIDE ORIGIN,00004927,,,2,0,1,41.95768,nan,239938.37890625,7086.19856872446,
8295,1997,CDF,MVU,LAUREL,00005738,,,11,0,1,702.6112,nan,4051057.44921875,11613.7747344464,
8296,1997,USF,SRF,ROUND,00000000,,,9,8,1,16.04885,nan,111430.875,1258.02308453623,
8297,1997,USF,INF,DECHAMBEAU,00000000,,,1,8,1,42.11316,nan,275246.28515625,2371.75544841966,
8298,1997,USF,INF,HINDS,00000000,,,9,8,1,9.89928,nan,63132.2109375,1994.06115038084,
8299,1997,BLM,NOD,BOOT,00000000,,,18,0,1,3.362803,nan,23993.7421875,724.001915913905,
8300,1997,CCO,ORC,EL MORO,00000000,,,7,0,1,90.68682,nan,530044.1796875,4215.8512263295,
8301,1997,BLM,NOD,SHU DEADWO,00000000,,,3,8,1,264.0222,nan,1862180.86328125,9358.79963506846,
8302,1997,BLM,BBD,USL,00000000,,,11,8,1,30.12833,nan,182981.859375,1577.91514231926,
8303,1997,BLM,BBD,EUCALYPTUS,00000000,,,18,8,1,264.1226,nan,1662947.36328125,8553.10629263545,
8304,1997,BLM,BBD,AMERICAN,00000000,,,11,8,1,1630.588,nan,9901307.98046875,20434.9222471625,
8305,1997,BLM,BBD,INDIAN,00000000,,,8,8,1,33.12743,nan,201731.46484375,2212.37070865515,
8306,1997,BLM,BBD,BLM#1,00000000,,,11,8,1,30.94952,nan,194798.01171875,1729.55732379675,
8307,1997,BLM,BBD,HILL,00000000,,,11,8,1,230.7428,nan,1403882.86328125,7239.38948397933,
8308,1997,BLM,BBD,COUNTYLINE,00000000,,,2,8,1,453.3643,nan,2794079.8359375,9457.17146015209,
8309,1997,BLM,BBD,CALIENTE,00000000,,,1,8,1,62.17432,nan,376812.9140625,2420.14765198347,
8310,1997,CDF,MVU,YSABEL,00007029,,,2,0,1,260.2943,nan,1504216.79296875,5523.71591593536,
8311,1997,CDF,MVU,WOHLFORD,00005733,,,7,0,1,537.6511,nan,3114887.859375,8134.79432821001,
8312,1997,CDF,MVU,EAGLE,00006810,,,9,0,1,129.5052,nan,747691.09765625,4100.907608159,
8313,1997,CDF,MVU,PALA,00006411,,,14,0,1,457.8924,nan,2664785.30859375,8621.46577235452,
8314,1997,CDF,MVU,DEL DIOS,00007434,,,7,0,1,1072.887,nan,6201489.40625,11757.9839136735,
8315,1997,CDF,MVU,MARGARITA,00006857,,,14,0,1,1164.129,nan,6784645.828125,17190.505266733,
8316,1997,CDF,MVU,PAMOOSA,00007005,,,8,0,1,12.48018,nan,72420.140625,1391.35683076425,
